#K-Path          Energy     s      p      d    tot
# NKPTS & NBANDS: 200  40
# Band-Index    1
   1.82927     36.742440  0.014  0.002  0.000  0.016
   1.84641     36.706380  0.012  0.002  0.000  0.014
   1.86355     36.690159  0.012  0.004  0.000  0.014
   1.88068     36.688533  0.010  0.004  0.000  0.014
   1.89782     36.697378  0.010  0.006  0.000  0.016
   1.91496     36.713721  0.008  0.008  0.000  0.016
   1.93210     36.735440  0.008  0.010  0.000  0.016
   1.94924     36.760961  0.006  0.012  0.000  0.018
   1.96637     36.789129  0.006  0.012  0.000  0.018
   1.98351     36.818929  0.006  0.014  0.000  0.020
   2.00065     36.849452  0.004  0.016  0.000  0.020
   2.01779     36.879809  0.004  0.018  0.000  0.022
   2.03493     36.908982  0.002  0.020  0.000  0.022
   2.05207     36.946975  0.008  0.042  0.000  0.050
   2.06920     36.995296  0.008  0.044  0.000  0.052
   2.08634     37.037625  0.006  0.048  0.000  0.052
   2.10348     37.069003  0.004  0.050  0.000  0.054
   2.12062     37.080937  0.002  0.054  0.000  0.056
   2.13776     37.060561  0.000  0.056  0.000  0.056
   2.15489     36.994743  0.000  0.054  0.000  0.056
   2.17203     36.880696  0.002  0.050  0.000  0.054
   2.18917     36.781557  0.002  0.026  0.000  0.028
   2.20631     36.673496  0.004  0.022  0.000  0.026
   2.22345     36.545763  0.004  0.020  0.000  0.026
   2.24059     36.402602  0.006  0.018  0.000  0.024
   2.25772     36.247591  0.006  0.016  0.000  0.022
   2.27486     36.083810  0.006  0.016  0.000  0.022
   2.29200     35.913628  0.006  0.014  0.000  0.020
   2.30914     35.738819  0.006  0.014  0.000  0.020
   2.32628     35.560646  0.006  0.012  0.000  0.018
   2.34341     35.380076  0.006  0.012  0.000  0.018
   2.36055     35.197895  0.006  0.012  0.000  0.018
   2.37769     35.014675  0.006  0.012  0.000  0.018
   2.39483     34.830839  0.004  0.012  0.000  0.018
   2.41197     34.646832  0.004  0.014  0.000  0.018
   2.42911     34.462985  0.004  0.014  0.000  0.018
   2.44624     34.279623  0.004  0.014  0.000  0.016
   2.46338     34.097050  0.002  0.014  0.000  0.016
   2.48052     33.915534  0.002  0.014  0.000  0.016
   2.49766     33.735539  0.002  0.014  0.000  0.016
   2.51480     33.608192  0.000  0.032  0.000  0.032
   2.53193     33.714462  0.000  0.030  0.000  0.030
   2.54907     33.833608  0.000  0.030  0.000  0.030
   2.56621     33.959967  0.000  0.028  0.000  0.028
   2.58335     34.091398  0.000  0.028  0.000  0.028
   2.60049     34.226595  0.000  0.028  0.000  0.028
   2.61763     34.364918  0.000  0.028  0.000  0.028
   2.63476     34.505977  0.000  0.026  0.000  0.026
   2.65190     34.649523  0.000  0.026  0.000  0.026
   2.66904     34.795285  0.000  0.026  0.000  0.026
   2.68618     34.943306  0.000  0.026  0.000  0.026
   2.70332     35.093425  0.000  0.028  0.000  0.028
   2.72045     35.245507  0.000  0.028  0.000  0.028
   2.73759     35.399403  0.000  0.028  0.000  0.028
   2.75473     35.555046  0.000  0.028  0.000  0.028
   2.77187     35.712375  0.000  0.028  0.000  0.028
   2.78901     35.871216  0.000  0.028  0.000  0.028
   2.80615     36.031439  0.000  0.030  0.000  0.030
   2.82328     36.192751  0.000  0.030  0.000  0.030
   2.84042     36.355102  0.000  0.030  0.000  0.030
   2.85756     36.517960  0.000  0.032  0.000  0.032
   2.87470     36.680956  0.000  0.034  0.000  0.034
   2.89184     36.842660  0.000  0.036  0.000  0.036
   2.90897     37.000360  0.000  0.038  0.000  0.038
   2.92611     37.145140  0.000  0.044  0.000  0.044
   2.94325     37.240184  0.000  0.048  0.000  0.048
   2.96039     37.229781  0.000  0.036  0.000  0.036
   2.97753     37.165012  0.000  0.026  0.000  0.026
   2.99467     37.088929  0.000  0.020  0.000  0.020
   3.01180     37.012289  0.000  0.016  0.000  0.016
   3.02894     36.938629  0.000  0.014  0.000  0.014
   3.04608     36.864247  0.016  0.008  0.000  0.024
   3.06322     36.755392  0.016  0.006  0.000  0.022
   3.08036     36.648385  0.016  0.006  0.000  0.022
   3.09749     36.543259  0.018  0.004  0.000  0.022
   3.11463     36.440042  0.018  0.004  0.000  0.022
   3.13177     36.338756  0.018  0.004  0.000  0.022
   3.14891     36.239421  0.018  0.002  0.000  0.022
   3.16605     36.142118  0.018  0.002  0.000  0.022
 
# Band-Index   36
   3.16605     36.613959  0.000  0.000  0.000  0.000
   3.14891     36.619799  0.000  0.000  0.000  0.000
   3.13177     36.637111  0.000  0.002  0.000  0.002
   3.11463     36.665331  0.000  0.002  0.000  0.002
   3.09749     36.703662  0.000  0.004  0.000  0.004
   3.08036     36.751176  0.000  0.006  0.000  0.006
   3.06322     36.806879  0.000  0.008  0.000  0.008
   3.04608     36.869731  0.000  0.010  0.000  0.010
   3.02894     36.974913  0.016  0.008  0.000  0.024
   3.01180     37.087347  0.014  0.010  0.000  0.024
   2.99467     37.201489  0.014  0.012  0.000  0.026
   2.97753     37.317250  0.014  0.012  0.000  0.026
   2.96039     37.434586  0.014  0.014  0.000  0.028
   2.94325     37.507982  0.000  0.000  0.000  0.000
   2.92611     37.531777  0.000  0.006  0.000  0.006
   2.90897     37.607024  0.000  0.012  0.000  0.012
   2.89184     37.696637  0.000  0.018  0.000  0.018
   2.87470     37.791357  0.000  0.022  0.000  0.022
   2.85756     37.888140  0.000  0.024  0.000  0.024
   2.84042     37.985385  0.000  0.028  0.000  0.028
   2.82328     38.081736  0.000  0.030  0.000  0.030
   2.80615     38.176252  0.000  0.034  0.000  0.034
   2.78901     38.267710  0.000  0.036  0.000  0.036
   2.77187     38.355035  0.000  0.040  0.000  0.040
   2.75473     38.437031  0.000  0.042  0.000  0.042
   2.73759     38.512368  0.000  0.044  0.000  0.044
   2.72045     38.579718  0.000  0.048  0.000  0.048
   2.70332     38.637757  0.000  0.050  0.000  0.050
   2.68618     38.685232  0.000  0.052  0.000  0.052
   2.66904     38.721317  0.000  0.054  0.000  0.054
   2.65190     38.745526  0.000  0.056  0.000  0.056
   2.63476     38.757046  0.000  0.058  0.000  0.058
   2.61763     38.756336  0.000  0.058  0.000  0.058
   2.60049     38.743992  0.000  0.058  0.000  0.058
   2.58335     38.720964  0.000  0.058  0.000  0.058
   2.56621     38.688444  0.000  0.058  0.000  0.058
   2.54907     38.648189  0.000  0.058  0.000  0.058
   2.53193     38.600750  0.000  0.056  0.000  0.056
   2.51480     38.547837  0.000  0.056  0.000  0.056
   2.49766     38.490320  0.000  0.054  0.000  0.054
   2.48052     38.430319  0.000  0.052  0.000  0.052
   2.46338     38.368544  0.000  0.050  0.000  0.050
   2.44624     38.306004  0.000  0.050  0.000  0.050
   2.42911     38.243809  0.000  0.048  0.000  0.048
   2.41197     38.182853  0.000  0.046  0.000  0.046
   2.39483     38.124222  0.000  0.044  0.000  0.044
   2.37769     38.069017  0.000  0.040  0.000  0.040
   2.36055     38.018324  0.000  0.038  0.000  0.038
   2.34341     37.973518  0.000  0.036  0.000  0.036
   2.32628     37.935954  0.000  0.032  0.000  0.032
   2.30914     37.907439  0.000  0.030  0.000  0.030
   2.29200     37.889699  0.000  0.026  0.000  0.026
   2.27486     37.884855  0.000  0.022  0.000  0.022
   2.25772     37.894935  0.000  0.018  0.000  0.018
   2.24059     37.921895  0.000  0.016  0.000  0.016
   2.22345     37.951375  0.024  0.022  0.000  0.046
   2.20631     37.899101  0.026  0.018  0.000  0.044
   2.18917     37.863490  0.028  0.012  0.000  0.040
   2.17203     37.854523  0.032  0.006  0.000  0.038
   2.15489     37.885711  0.032  0.002  0.000  0.034
   2.13776     37.967038  0.032  0.000  0.000  0.032
   2.12062     37.987592  0.004  0.006  0.000  0.012
   2.10348     37.948986  0.004  0.006  0.000  0.010
   2.08634     37.899096  0.004  0.006  0.000  0.010
   2.06920     37.843004  0.004  0.006  0.000  0.010
   2.05207     37.783919  0.002  0.008  0.000  0.010
   2.03493     37.723890  0.002  0.008  0.000  0.010
   2.01779     37.664047  0.002  0.008  0.000  0.010
   2.00065     37.605067  0.004  0.008  0.000  0.010
   1.98351     37.547419  0.004  0.008  0.000  0.010
   1.96637     37.491377  0.004  0.008  0.000  0.012
   1.94924     37.437122  0.004  0.008  0.000  0.012
   1.93210     37.384803  0.004  0.008  0.000  0.012
   1.91496     37.334463  0.004  0.008  0.000  0.012
   1.89782     37.286214  0.004  0.008  0.000  0.012
   1.88068     37.240144  0.004  0.008  0.000  0.012
   1.86355     37.196312  0.004  0.008  0.000  0.012
   1.84641     37.154934  0.004  0.008  0.000  0.012
   1.82927     37.116495  0.004  0.008  0.000  0.012
   1.81213     37.082435  0.004  0.008  0.000  0.012
   1.79499     37.059446  0.002  0.010  0.000  0.012
   1.77785     37.090021  0.000  0.014  0.000  0.016
   1.76072     37.236186  0.000  0.000  0.000  0.000
   1.74358     37.379716  0.004  0.018  0.000  0.022
   1.72644     37.548647  0.004  0.018  0.000  0.022
   1.70930     37.703280  0.002  0.018  0.000  0.020
   1.69216     37.821320  0.000  0.014  0.000  0.014
   1.67503     37.945010  0.000  0.022  0.000  0.022
   1.65789     38.002493  0.000  0.022  0.000  0.022
   1.64075     38.000655  0.002  0.020  0.000  0.022
   1.62361     37.980366  0.002  0.022  0.000  0.024
   1.60647     37.934643  0.000  0.026  0.000  0.026
   1.58933     37.789704  0.002  0.028  0.000  0.032
   1.57220     37.659599  0.000  0.016  0.000  0.016
   1.55506     37.514419  0.000  0.016  0.000  0.016
   1.53792     37.490381  0.000  0.010  0.000  0.010
   1.52078     37.512269  0.000  0.008  0.000  0.008
   1.50364     37.546904  0.000  0.004  0.000  0.004
   1.48651     37.594080  0.000  0.002  0.000  0.002
   1.46937     37.727355  0.000  0.006  0.000  0.006
   1.46937     37.727355  0.000  0.006  0.000  0.006
   1.45453     37.611438  0.000  0.012  0.000  0.012
   1.43968     37.492203  0.000  0.004  0.000  0.004
   1.42484     37.346623  0.000  0.004  0.000  0.004
   1.41000     37.193339  0.000  0.006  0.000  0.006
   1.39516     37.060943  0.012  0.010  0.000  0.020
   1.38031     37.130135  0.016  0.004  0.000  0.022
   1.36547     37.268890  0.014  0.006  0.000  0.020
   1.35063     37.405691  0.012  0.008  0.000  0.020
   1.33579     37.531664  0.010  0.010  0.000  0.020
   1.32095     37.635153  0.006  0.016  0.000  0.022
   1.30610     37.694611  0.004  0.022  0.000  0.026
   1.29126     37.678650  0.002  0.026  0.000  0.028
   1.27642     37.631645  0.000  0.044  0.000  0.044
   1.26158     37.567397  0.000  0.006  0.000  0.006
   1.24674     37.443637  0.000  0.002  0.000  0.002
   1.23189     37.430119  0.000  0.000  0.000  0.000
   1.21705     37.523677  0.000  0.000  0.000  0.000
   1.20221     37.679171  0.000  0.000  0.000  0.000
   1.18737     37.868055  0.000  0.000  0.000  0.000
   1.17253     38.077300  0.000  0.002  0.000  0.002
   1.15768     38.299639  0.000  0.002  0.000  0.002
   1.14284     38.434262  0.000  0.026  0.000  0.026
   1.12800     38.311367  0.000  0.028  0.000  0.028
   1.11316     38.188698  0.000  0.028  0.000  0.028
   1.09832     38.067005  0.000  0.028  0.000  0.028
   1.08347     37.946415  0.000  0.028  0.000  0.028
   1.06863     37.827140  0.000  0.030  0.000  0.030
   1.05379     37.709255  0.000  0.030  0.000  0.030
   1.03895     37.592929  0.000  0.030  0.000  0.030
   1.02410     37.477940  0.000  0.030  0.000  0.030
   1.00926     37.364430  0.000  0.030  0.000  0.030
   0.99442     37.360868  0.008  0.010  0.000  0.018
   0.97958     37.400015  0.008  0.010  0.000  0.018
   0.96474     37.437788  0.008  0.010  0.000  0.018
   0.94989     37.471272  0.008  0.012  0.000  0.018
   0.93505     37.419446  0.000  0.002  0.000  0.002
   0.92021     37.310830  0.000  0.002  0.000  0.002
   0.90537     37.188387  0.000  0.000  0.000  0.000
   0.89053     37.053111  0.000  0.000  0.000  0.000
   0.87568     36.907873  0.000  0.000  0.000  0.000
   0.86084     36.756553  0.000  0.000  0.000  0.000
   0.84600     36.603236  0.000  0.000  0.000  0.000
   0.83116     36.430024  0.028  0.006  0.000  0.034
   0.81632     36.306445  0.000  0.004  0.000  0.004
   0.80147     36.170735  0.000  0.006  0.000  0.006
   0.78663     36.048896  0.000  0.010  0.000  0.010
   0.77179     35.944999  0.000  0.014  0.000  0.014
   0.75695     35.862601  0.000  0.022  0.000  0.022
   0.74210     35.803807  0.000  0.030  0.000  0.030
   0.72726     35.768592  0.000  0.038  0.000  0.038
   0.71242     35.754515  0.000  0.046  0.000  0.046
   0.69758     35.704083  0.000  0.000  0.000  0.000
   0.68274     35.630466  0.000  0.000  0.000  0.000
   0.66789     35.558060  0.000  0.000  0.000  0.000
   0.65305     35.486936  0.000  0.000  0.000  0.000
   0.63821     35.417148  0.000  0.000  0.000  0.000
   0.62337     35.348742  0.000  0.000  0.000  0.000
   0.60853     35.281756  0.000  0.000  0.000  0.000
   0.59368     35.216221  0.000  0.000  0.000  0.000
   0.57884     35.152165  0.000  0.000  0.000  0.000
   0.56400     35.089608  0.000  0.000  0.000  0.000
   0.54916     35.028572  0.000  0.000  0.000  0.000
   0.53432     34.969071  0.000  0.000  0.000  0.000
   0.51947     34.911120  0.000  0.000  0.000  0.000
   0.50463     34.854731  0.000  0.000  0.000  0.000
   0.48979     34.799914  0.000  0.000  0.000  0.000
   0.47495     34.746679  0.000  0.000  0.000  0.000
   0.46010     34.695034  0.000  0.000  0.000  0.000
   0.44526     34.644986  0.000  0.000  0.000  0.000
   0.43042     34.596542  0.000  0.000  0.000  0.000
   0.41558     34.549704  0.000  0.000  0.000  0.000
   0.40074     34.504482  0.000  0.000  0.000  0.000
   0.38589     34.460879  0.000  0.000  0.000  0.000
   0.37105     34.418899  0.000  0.000  0.000  0.000
   0.35621     34.378544  0.000  0.000  0.000  0.000
   0.34137     34.339820  0.000  0.000  0.000  0.000
   0.32653     34.302726  0.000  0.000  0.000  0.000
   0.31168     34.267267  0.000  0.000  0.000  0.000
   0.29684     34.233445  0.000  0.000  0.000  0.000
   0.28200     34.201262  0.000  0.000  0.000  0.000
   0.26716     34.170720  0.000  0.000  0.000  0.000
   0.25232     34.141821  0.000  0.000  0.000  0.000
   0.23747     34.114566  0.000  0.000  0.000  0.000
   0.22263     34.088957  0.000  0.000  0.000  0.000
   0.20779     34.064995  0.000  0.000  0.000  0.000
   0.19295     34.042681  0.000  0.000  0.000  0.000
   0.17811     34.022016  0.000  0.000  0.000  0.000
   0.16326     34.003002  0.000  0.000  0.000  0.000
   0.14842     33.985638  0.000  0.000  0.000  0.000
   0.13358     33.969926  0.000  0.000  0.000  0.000
   0.11874     33.955866  0.000  0.000  0.000  0.000
   0.10389     33.943459  0.000  0.000  0.000  0.000
   0.08905     33.932705  0.000  0.000  0.000  0.000
   0.07421     33.923605  0.000  0.000  0.000  0.000
   0.05937     33.916160  0.000  0.000  0.000  0.000
   0.04453     33.910369  0.000  0.000  0.000  0.000
   0.02968     33.906234  0.000  0.000  0.000  0.000
   0.01484     33.903755  0.000  0.000  0.000  0.000
   0.00000     33.902930  0.000  0.000  0.000  0.000
 
# Band-Index   37
   0.00000     34.175117  0.032  0.006  0.000  0.038
   0.01484     34.191881  0.030  0.006  0.000  0.036
   0.02968     34.230969  0.028  0.004  0.000  0.034
   0.04453     34.276067  0.026  0.004  0.000  0.030
   0.05937     34.318976  0.024  0.004  0.000  0.028
   0.07421     34.357362  0.022  0.002  0.000  0.024
   0.08905     34.391432  0.020  0.002  0.000  0.022
   0.10389     34.422229  0.018  0.002  0.000  0.020
   0.11874     34.450893  0.018  0.002  0.000  0.020
   0.13358     34.478404  0.016  0.002  0.000  0.018
   0.14842     34.505534  0.016  0.002  0.000  0.018
   0.16326     34.532859  0.014  0.002  0.000  0.016
   0.17811     34.560801  0.014  0.002  0.000  0.016
   0.19295     34.589682  0.014  0.002  0.000  0.016
   0.20779     34.619734  0.014  0.002  0.000  0.016
   0.22263     34.651132  0.014  0.002  0.000  0.016
   0.23747     34.684007  0.014  0.002  0.000  0.016
   0.25232     34.718446  0.012  0.002  0.000  0.016
   0.26716     34.754537  0.012  0.004  0.000  0.016
   0.28200     34.792325  0.012  0.004  0.000  0.016
   0.29684     34.831849  0.012  0.004  0.000  0.016
   0.31168     34.873145  0.012  0.004  0.000  0.016
   0.32653     34.916226  0.012  0.004  0.000  0.016
   0.34137     34.961107  0.012  0.004  0.000  0.016
   0.35621     35.007780  0.012  0.004  0.000  0.018
   0.37105     35.056233  0.012  0.006  0.000  0.018
   0.38589     35.106481  0.012  0.006  0.000  0.018
   0.40074     35.158504  0.012  0.006  0.000  0.018
   0.41558     35.212294  0.012  0.006  0.000  0.018
   0.43042     35.267843  0.012  0.006  0.000  0.018
   0.44526     35.325073  0.012  0.006  0.000  0.018
   0.46010     35.383987  0.012  0.006  0.000  0.018
   0.47495     35.444564  0.012  0.006  0.000  0.020
   0.48979     35.506754  0.012  0.006  0.000  0.020
   0.50463     35.570531  0.012  0.008  0.000  0.020
   0.51947     35.635836  0.012  0.008  0.000  0.020
   0.53432     35.702686  0.012  0.008  0.000  0.020
   0.54916     35.771014  0.012  0.008  0.000  0.020
   0.56400     35.840800  0.014  0.008  0.000  0.020
   0.57884     35.912004  0.014  0.006  0.000  0.020
   0.59368     35.984590  0.014  0.006  0.000  0.020
   0.60853     35.977463  0.000  0.084  0.000  0.084
   0.62337     35.928994  0.000  0.080  0.000  0.080
   0.63821     35.882810  0.000  0.076  0.000  0.076
   0.65305     35.840548  0.000  0.072  0.000  0.072
   0.66789     35.804090  0.000  0.066  0.000  0.066
   0.68274     35.775696  0.000  0.060  0.000  0.060
   0.69758     35.758092  0.000  0.054  0.000  0.054
   0.71242     35.778829  0.000  0.000  0.000  0.000
   0.72726     35.854588  0.000  0.000  0.000  0.000
   0.74210     35.931224  0.000  0.000  0.000  0.000
   0.75695     36.008560  0.000  0.000  0.000  0.000
   0.77179     36.086356  0.000  0.000  0.000  0.000
